Seção,Divisão,Grupo,Classe,Subclasse,Denominação
C,21,21.2,21.23-8,2123-8/00,Fabricação de preparações farmacêuticas
C,22,22.1,22.11-1,2211-1/00,Fabricação de pneumáticos e de câmaras-de-ar
C,22,22.1,22.12-9,2212-9/00,Reforma de pneumáticos usados
C,22,22.1,22.19-6,2219-6/00,"Fabricação de artefatos de borracha não especificados 
anteriormente"
C,22,22.2,22.21-8,2221-8/00,Fabricação de laminados planos e tubulares de material plástico
C,22,22.2,22.22-6,2222-6/00,Fabricação de embalagens de material plástico
C,22,22.2,22.23-4,2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção
C,22,22.2,22.29-3,2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico
C,22,22.2,22.29-3,2229-3/02,Fabricação de artefatos de material plástico para usos industriais
C,22,22.2,22.29-3,2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios"
C,22,22.2,22.29-3,2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
C,23,23.1,23.11-7,2311-7/00,Fabricação de vidro plano e de segurança
C,23,23.1,23.12-5,2312-5/00,Fabricação de embalagens de vidro
C,23,23.1,23.19-2,2319-2/00,Fabricação de artigos de vidro
C,23,23.2,23.20-6,2320-6/00,Fabricação de cimento
C,23,23.3,23.30-3,2330-3/01,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda"
C,23,23.3,23.30-3,2330-3/02,Fabricação de artefatos de cimento para uso na construção
C,23,23.3,23.30-3,2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção
C,23,23.3,23.30-3,2330-3/04,Fabricação de casas pré-moldadas de concreto
C,23,23.3,23.30-3,2330-3/05,Preparação de massa de concreto e argamassa para construção
C,23,23.3,23.30-3,2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
C,23,23.4,23.41-9,2341-9/00,Fabricação de produtos cerâmicos refratários
C,23,23.4,23.42-7,2342-7/01,Fabricação de azulejos e pisos
C,23,23.4,23.42-7,2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos"
C,23,23.4,23.49-4,2349-4/01,Fabricação de material sanitário de cerâmica
C,23,23.4,23.49-4,2349-4/99,Fabricação de produtos cerâmicos não refratários não especificados anteriormente
C,23,23.9,23.91-5,2391-5/01,"Britamento de pedras, exceto associado à extração"
C,23,23.9,23.91-5,2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração"
C,23,23.9,23.91-5,2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras"
C,23,23.9,23.92-3,2392-3/00,Fabricação de cal e gesso
C,23,23.9,23.99-1,2399-1/01,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal"
C,23,23.9,23.99-1,2399-1/02,Fabricação de abrasivos
C,23,23.9,23.99-1,2399-1/99,Fabricação de outros produtos de minerais não metálicos não especificados anteriormente
C,24,24.1,24.11-3,2411-3/00,Produção de ferro-gusa
C,24,24.1,24.12-1,2412-1/00,Produção de ferroligas
C,24,24.2,24.21-1,2421-1/00,Produção de semiacabados de aço
C,24,24.2,24.22-9,2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não"
C,24,24.2,24.22-9,2422-9/02,Produção de laminados planos de aços especiais
C,24,24.2,24.23-7,2423-7/01,Produção de tubos de aço sem costura
C,24,24.2,24.23-7,2423-7/02,"Produção de laminados longos de aço, exceto tubos"
C,24,24.2,24.24-5,2424-5/01,Produção de arames de aço
C,24,24.2,24.24-5,2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames"
C,24,24.3,24.31-8,2431-8/00,Produção de tubos de aço com costura
C,24,24.3,24.39-3,2439-3/00,Produção de outros tubos de ferro e aço
C,24,24.4,24.41-5,2441-5/01,Produção de alumínio e suas ligas em formas primárias
C,24,24.4,24.41-5,2441-5/02,Produção de laminados de alumínio
C,24,24.4,24.42-3,2442-3/00,Metalurgia dos metais preciosos
C,24,24.4,24.43-1,2443-1/00,Metalurgia do cobre
C,24,24.4,24.49-1,2449-1/01,Produção de zinco em formas primárias
C,24,24.4,24.49-1,2449-1/02,Produção de laminados de zinco
C,24,24.4,24.49-1,2449-1/03,Fabricação de ânodos para galvanoplastia
C,24,24.4,24.49-1,2449-1/99,Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente
C,24,24.5,24.51-2,2451-2/00,Fundição de ferro e aço
C,24,24.5,24.52-1,2452-1/00,Fundição de metais não ferrosos e suas ligas
C,25,25.1,25.11-0,2511-0/00,Fabricação de estruturas metálicas
C,25,25.1,25.12-8,2512-8/00,Fabricação de esquadrias de metal
C,25,25.1,25.13-6,2513-6/00,Fabricação de obras de caldeiraria pesada
C,25,25.2,25.21-7,2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
C,25,25.2,25.22-5,2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
C,25,25.3,25.31-4,2531-4/01,Produção de forjados de aço
C,25,25.3,25.31-4,2531-4/02,Produção de forjados de metais não ferrosos e suas ligas
C,25,25.3,25.32-2,2532-2/01,Produção de artefatos estampados de metal
C,25,25.3,25.32-2,2532-2/02,Metalurgia do pó
C,25,25.3,25.39-0,2539-0/01,"Serviços de usinagem, torneiria e solda"
C,25,25.3,25.39-0,2539-0/02,Serviços de tratamento e revestimento em metais
C,25,25.4,25.41-1,2541-1/00,Fabricação de artigos de cutelaria
C,25,25.4,25.42-0,2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias"
C,25,25.4,25.43-8,2543-8/00,Fabricação de ferramentas
C,25,25.5,25.50-1,2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate"
C,25,25.5,25.50-1,2550-1/02,"Fabricação de armas de fogo, outras armas e munições"
C,25,25.9,25.91-8,2591-8/00,Fabricação de embalagens metálicas
C,25,25.9,25.92-6,2592-6/01,Fabricação de produtos de trefilados de metal padronizados
C,25,25.9,25.92-6,2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados"
C,25,25.9,25.93-4,2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal
C,25,25.9,25.99-3,2599-3/01,Serviços de confecção de armações metálicas para a construção
C,25,25.9,25.99-3,2599-3/02,Serviço de corte e dobra de metais
C,25,25.9,25.99-3,2599-3/99,Fabricação de outros produtos de metal não especificados anteriormente
C,26,26.1,26.10-8,2610-8/00,Fabricação de componentes eletrônicos
C,26,26.2,26.21-3,2621-3/00,Fabricação de equipamentos de informática
C,26,26.2,26.22-1,2622-1/00,Fabricação de periféricos para equipamentos de informática
C,26,26.3,26.31-1,2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios"
C,26,26.3,26.32-9,2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
C,26,26.4,26.40-0,2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
C,26,26.5,26.51-5,2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
C,26,26.5,26.52-3,2652-3/00,Fabricação de cronômetros e relógios
C,26,26.6,26.60-4,2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C,26,26.7,26.70-1,2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios"
C,26,26.7,26.70-1,2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios"
C,26,26.8,26.80-9,2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas"
C,27,27.1,27.10-4,2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios"
C,27,27.1,27.10-4,2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios"
C,27,27.1,27.10-4,2710-4/03,"Fabricação de motores elétricos, peças e acessórios"
C,27,27.2,27.21-0,2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
C,27,27.2,27.22-8,2722-8/01,Fabricação de baterias e acumuladores para veículos automotores
C,27,27.2,27.22-8,2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores
C,27,27.3,27.31-7,2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
C,27,27.3,27.32-5,2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo
C,27,27.3,27.33-3,2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados"
C,27,27.4,27.40-6,2740-6/01,Fabricação de lâmpadas
C,27,27.4,27.40-6,2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação
C,27,27.5,27.51-1,2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios"
C,27,27.5,27.59-7,2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios"
C,27,27.5,27.59-7,2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios"
C,27,27.9,27.90-2,2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores"
C,27,27.9,27.90-2,2790-2/02,Fabricação de equipamentos para sinalização e alarme
C,27,27.9,27.90-2,2790-2/99,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
C,28,28.1,28.11-9,2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários"
C,28,28.1,28.12-7,2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"
C,28,28.1,28.13-5,2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios"
C,28,28.1,28.14-3,2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios"
C,28,28.1,28.14-3,2814-3/02,"Fabricação de compressores para uso não industrial, peças e acessórios"
C,28,28.1,28.15-1,2815-1/01,Fabricação de rolamentos para fins industriais
C,28,28.1,28.15-1,2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"
C,28,28.2,28.21-6,2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios"
C,28,28.2,28.21-6,2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios"
C,28,28.2,28.22-4,2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios"
C,28,28.2,28.22-4,2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios"
C,28,28.2,28.23-2,2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
C,28,28.2,28.24-1,2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
C,28,28.2,28.24-1,2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial
C,28,28.2,28.25-9,2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios"
C,28,28.2,28.29-1,2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios"
C,28,28.2,28.29-1,2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
C,28,28.3,28.31-3,2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios"
C,28,28.3,28.32-1,2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios"
C,28,28.3,28.33-0,2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação"
C,28,28.4,28.40-2,2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios"
C,28,28.5,28.51-8,2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios"
C,28,28.5,28.52-6,2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo"
C,28,28.5,28.53-4,2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas"
C,28,28.5,28.54-2,2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores"
C,28,28.6,28.61-5,2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta"
C,28,28.6,28.62-3,2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"
C,28,28.6,28.63-1,2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios"
C,28,28.6,28.64-0,2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios"
C,28,28.6,28.65-8,2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios"
C,28,28.6,28.66-6,2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios"
C,28,28.6,28.69-1,2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"
C,29,29.1,29.10-7,2910-7/01,"Fabricação de automóveis, camionetas e utilitários"
C,29,29.1,29.10-7,2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários"
C,29,29.1,29.10-7,2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários"
C,29,29.2,29.20-4,2920-4/01,Fabricação de caminhões e ônibus
C,29,29.2,29.20-4,2920-4/02,Fabricação de motores para caminhões e ônibus
C,29,29.3,29.30-1,2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões"
C,29,29.3,29.30-1,2930-1/02,Fabricação de carrocerias para ônibus
C,29,29.3,29.30-1,2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus"
C,29,29.4,29.41-7,2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores
C,29,29.4,29.42-5,2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
C,29,29.4,29.43-3,2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores
C,29,29.4,29.44-1,2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
C,29,29.4,29.45-0,2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias"
C,29,29.4,29.49-2,2949-2/01,Fabricação de bancos e estofados para veículos automotores
C,29,29.4,29.49-2,2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente
C,29,29.5,29.50-6,2950-6/00,Recondicionamento e recuperação de motores para veículos automotores
C,30,30.1,30.11-3,3011-3/01,Construção de embarcações de grande porte
C,30,30.1,30.11-3,3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte"
C,30,30.1,30.12-1,3012-1/00,Construção de embarcações para esporte e lazer
C,30,30.3,30.31-8,3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes"
C,30,30.3,30.32-6,3032-6/00,Fabricação de peças e acessórios para veículos ferroviários
C,30,30.4,30.41-5,3041-5/00,Fabricação de aeronaves
C,30,30.4,30.42-3,3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
C,30,30.5,30.50-4,3050-4/00,Fabricação de veículos militares de combate
C,30,30.9,30.91-1,3091-1/01,Fabricação de motocicletas
C,30,30.9,30.91-1,3091-1/02,Fabricação de peças e acessórios para motocicletas
C,30,30.9,30.92-0,3092-0/00,"Fabricação de bicicletas e triciclos não motorizados, peças e acessórios"
C,30,30.9,30.99-7,3099-7/00,Fabricação de equipamentos de transporte não especificados anteriormente
C,31,31.0,31.01-2,3101-2/00,Fabricação de móveis com predominância de madeira
C,31,31.0,31.02-1,3102-1/00,Fabricação de móveis com predominância de metal
C,31,31.0,31.03-9,3103-9/00,"Fabricação de móveis de outros materiais, exceto madeira e metal"
C,31,31.0,31.04-7,3104-7/00,Fabricação de colchões
C,32,32.1,32.11-6,3211-6/01,Lapidação de gemas
C,32,32.1,32.11-6,3211-6/02,Fabricação de artefatos de joalheria e ourivesaria
C,32,32.1,32.11-6,3211-6/03,Cunhagem de moedas e medalhas
C,32,32.1,32.12-4,3212-4/00,Fabricação de bijuterias e artefatos semelhantes
C,32,32.2,32.20-5,3220-5/00,"Fabricação de instrumentos musicais, peças e acessórios"
C,32,32.3,32.30-2,3230-2/00,Fabricação de artefatos para pesca e esporte
C,32,32.4,32.40-0,3240-0/01,Fabricação de jogos eletrônicos
C,32,32.4,32.40-0,3240-0/02,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
C,32,32.4,32.40-0,3240-0/03,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
C,32,32.4,32.40-0,3240-0/99,Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente
C,32,32.5,32.50-7,3250-7/01,"Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório"
C,32,32.5,32.50-7,3250-7/02,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
C,32,32.5,32.50-7,3250-7/03,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda
C,32,32.5,32.50-7,3250-7/04,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
C,32,32.5,32.50-7,3250-7/05,Fabricação de materiais para medicina e odontologia
C,32,32.5,32.50-7,3250-7/06,Serviços de prótese dentária
C,32,32.5,32.50-7,3250-7/07,Fabricação de artigos ópticos
C,32,32.5,32.50-7,3250-7/09,Serviço de laboratório óptico
C,32,32.9,32.91-4,3291-4/00,"Fabricação de escovas, pincéis e vassouras"
C,32,32.9,32.92-2,3292-2/01,Fabricação de roupas de proteção e segurança e resistentes a fogo
C,32,32.9,32.92-2,3292-2/02,Fabricação de equipamentos e acessórios para segurança pessoal e profissional
C,32,32.9,32.99-0,3299-0/01,Fabricação de guarda-chuvas e similares
C,32,32.9,32.99-0,3299-0/02,"Fabricação de canetas, lápis e outros artigos para escritório"
C,32,32.9,32.99-0,3299-0/03,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
C,32,32.9,32.99-0,3299-0/04,Fabricação de painéis e letreiros luminosos
C,32,32.9,32.99-0,3299-0/05,Fabricação de aviamentos para costura
C,32,32.9,32.99-0,3299-0/06,"Fabricação de velas, inclusive decorativas"
C,32,32.9,32.99-0,3299-0/99,Fabricação de produtos diversos não especificados anteriormente
C,33,33.1,33.11-2,3311-2/00,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos"
C,33,33.1,33.12-1,3312-1/02,"Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle"
C,33,33.1,33.12-1,3312-1/03,Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
C,33,33.1,33.12-1,3312-1/04,Manutenção e reparação de equipamentos e instrumentos ópticos
C,33,33.1,33.13-9,3313-9/01,"Manutenção e reparação de geradores, transformadores e motores elétricos"
C,33,33.1,33.13-9,3313-9/02,"Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos"
C,33,33.1,33.13-9,3313-9/99,"Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente"
C,33,33.1,33.14-7,3314-7/01,Manutenção e reparação de máquinas motrizes não elétricas
C,33,33.1,33.14-7,3314-7/02,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas"
C,33,33.1,33.14-7,3314-7/03,Manutenção e reparação de válvulas industriais
C,33,33.1,33.14-7,3314-7/04,Manutenção e reparação de compressores
C,33,33.1,33.14-7,3314-7/05,Manutenção e reparação de equipamentos de transmissão para fins industriais
C,33,33.1,33.14-7,3314-7/06,"Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas"
C,33,33.1,33.14-7,3314-7/07,Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
C,33,33.1,33.14-7,3314-7/08,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas"
C,33,33.1,33.14-7,3314-7/09,"Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório"
C,33,33.1,33.14-7,3314-7/10,Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente
C,33,33.1,33.14-7,3314-7/11,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária
C,33,33.1,33.14-7,3314-7/12,Manutenção e reparação de tratores agrícolas
C,33,33.1,33.14-7,3314-7/13,Manutenção e reparação de máquinas-ferramenta
C,33,33.1,33.14-7,3314-7/14,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo
C,33,33.1,33.14-7,3314-7/15,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo"
C,33,33.1,33.14-7,3314-7/16,"Manutenção e reparação de tratores, exceto agrícolas"
C,33,33.1,33.14-7,3314-7/17,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores"
C,33,33.1,33.14-7,3314-7/18,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta"
C,33,33.1,33.14-7,3314-7/19,"Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo"
C,33,33.1,33.14-7,3314-7/20,"Manutenção e reparação de máquinas e equipamentos para a indústria têxtil, do vestuário, do couro e calçados"
C,33,33.1,33.14-7,3314-7/21,"Manutenção e reparação de máquinas e aparelhos para a indústria de celulose, papel e papelão e artefatos"
C,33,33.1,33.14-7,3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico
C,33,33.1,33.14-7,3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente
C,33,33.1,33.15-5,3315-5/00,Manutenção e reparação de veículos ferroviários
C,33,33.1,33.16-3,3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista"
C,33,33.1,33.16-3,3316-3/02,Manutenção de aeronaves na pista
C,33,33.1,33.17-1,3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes
C,33,33.1,33.17-1,3317-1/02,Manutenção e reparação de embarcações para esporte e lazer
C,33,33.1,33.19-8,3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente
C,33,33.2,33.21-0,3321-0/00,Instalação de máquinas e equipamentos industriais
C,33,33.2,33.29-5,3329-5/01,Serviços de montagem de móveis de qualquer material
C,33,33.2,33.29-5,3329-5/99,Instalação de outros equipamentos não especificados anteriormente
D,35,35.1,35.11-5,3511-5/01,Geração de energia elétrica
D,35,35.1,35.11-5,3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica
D,35,35.1,35.12-3,3512-3/00,Transmissão de energia elétrica
D,35,35.1,35.13-1,3513-1/00,Comércio atacadista de energia elétrica
D,35,35.1,35.14-0,3514-0/00,Distribuição de energia elétrica
D,35,35.2,35.20-4,3520-4/01,Produção de gás; processamento de gás natural
D,35,35.2,35.20-4,3520-4/02,Distribuição de combustíveis gasosos por redes urbanas
D,35,35.3,35.30-1,3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado"
E,36,36.0,36.00-6,3600-6/01,"Captação, tratamento e distribuição de água"
E,36,36.0,36.00-6,3600-6/02,Distribuição de água por caminhões
E,37,37.0,37.01-1,3701-1/00,Gestão de redes de esgoto
E,37,37.0,37.02-9,3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes"
E,38,38.1,38.11-4,3811-4/00,Coleta de resíduos não perigosos
E,38,38.1,38.12-2,3812-2/00,Coleta de resíduos perigosos
E,38,38.2,38.21-1,3821-1/00,Tratamento e disposição de resíduos não perigosos
E,38,38.2,38.22-0,3822-0/00,Tratamento e disposição de resíduos perigosos
E,38,38.3,38.31-9,3831-9/01,Recuperação de sucatas de alumínio
E,38,38.3,38.31-9,3831-9/99,"Recuperação de materiais metálicos, exceto alumínio"
E,38,38.3,38.32-7,3832-7/00,Recuperação de materiais plásticos
E,38,38.3,38.39-4,3839-4/01,Usinas de compostagem
E,38,38.3,38.39-4,3839-4/99,Recuperação de materiais não especificados anteriormente
E,39,39.0,39.00-5,3900-5/00,Descontaminação e outros serviços de gestão de resíduos
F,41,41.1,41.10-7,4110-7/00,Incorporação de empreendimentos imobiliários
F,41,41.2,41.20-4,4120-4/00,Construção de edifícios
F,42,42.1,42.11-1,4211-1/01,Construção de rodovias e ferrovias
F,42,42.1,42.11-1,4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos
F,42,42.1,42.12-0,4212-0/00,Construção de obras de arte especiais
F,42,42.1,42.13-8,4213-8/00,"Obras de urbanização - ruas, praças e calçadas"
F,42,42.2,42.21-9,4221-9/01,"Construção de barragens e represas para geração de energia 
elétrica"
F,42,42.2,42.21-9,4221-9/02,Construção de estações e redes de distribuição de energia elétrica
F,42,42.2,42.21-9,4221-9/03,Manutenção de redes de distribuição de energia elétrica
F,42,42.2,42.21-9,4221-9/04,Construção de estações e redes de telecomunicações
F,42,42.2,42.21-9,4221-9/05,Manutenção de estações e redes de telecomunicações
F,42,42.2,42.22-7,4222-7/01,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas, exceto obras de irrigação"
F,42,42.2,42.22-7,4222-7/02,Obras de irrigação
F,42,42.2,42.23-5,4223-5/00,"Construção de redes de transportes por dutos, exceto para água e esgoto"
F,42,42.9,42.91-0,4291-0/00,"Obras portuárias, marítimas e fluviais"
F,42,42.9,42.92-8,4292-8/01,Montagem de estruturas metálicas
F,42,42.9,42.92-8,4292-8/02,Obras de montagem industrial
F,42,42.9,42.99-5,4299-5/01,Construção de instalações esportivas e recreativas
F,42,42.9,42.99-5,4299-5/99,Outras obras de engenharia civil não especificadas anteriormente
F,43,43.1,43.11-8,4311-8/01,Demolição de edifícios e outras estruturas
F,43,43.1,43.11-8,4311-8/02,Preparação de canteiro e limpeza de terreno
F,43,43.1,43.12-6,4312-6/00,Perfurações e sondagens
F,43,43.1,43.13-4,4313-4/00,Obras de terraplenagem
F,43,43.1,43.19-3,4319-3/00,Serviços de preparação do terreno não especificados anteriormente
F,43,43.2,43.21-5,4321-5/00,Instalação e manutenção elétrica
F,43,43.2,43.22-3,4322-3/01,"Instalações hidráulicas, sanitárias e de gás"
F,43,43.2,43.22-3,4322-3/02,"Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração"
F,43,43.2,43.22-3,4322-3/03,Instalações de sistema de prevenção contra incêndio
F,43,43.2,43.29-1,4329-1/01,Instalação de painéis publicitários
F,43,43.2,43.29-1,4329-1/02,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre"
F,43,43.2,43.29-1,4329-1/03,"Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes"
F,43,43.2,43.29-1,4329-1/04,"Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos"
F,43,43.2,43.29-1,4329-1/05,"Tratamentos térmicos, acústicos ou de vibração"
F,43,43.2,43.29-1,4329-1/99,Outras obras de instalações em construções não especificadas anteriormente
F,43,43.3,43.30-4,4330-4/01,Impermeabilização em obras de engenharia civil
F,43,43.3,43.30-4,4330-4/02,"Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material"
F,43,43.3,43.30-4,4330-4/03,Obras de acabamento em gesso e estuque
F,43,43.3,43.30-4,4330-4/04,Serviços de pintura de edifícios em geral
F,43,43.3,43.30-4,4330-4/05,Aplicação de revestimentos e de resinas em interiores e exteriores
