cliente,cnae_subclasse,sum_carteira_ativa,ano,cnae_subclasse_bcb,codigo_cnae_ibge,atividade_tru68_ibge
PJ,Comércio atacadista de massas alimentícias,35692583.21,2013,Comércio atacadista de massas alimentícias,4637,4580
PJ,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,254532124.84,2013,Comércio atacadista de matérias-primas agrícolas com atividade de fracionamento e acondicionamento associada,4623,4580
PJ,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,9919371701.26,2013,Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente,4623,4580
PJ,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",351524575.99,2013,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças",4664,4580
PJ,Comércio atacadista de mármores e granitos,193099603.81,2013,Comércio atacadista de mármores e granitos,4679,4580
PJ,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",21007459.12,2013,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada",4649,4580
PJ,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",1065234153.98,2013,"Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção",4685,4580
PJ,Comércio atacadista de próteses e artigos de ortopedia,86498901.47,2013,Comércio atacadista de próteses e artigos de ortopedia,4645,4580
PJ,"Comércio atacadista de pães, bolos, biscoitos e similares",41319505.09,2013,"Comércio atacadista de pães, bolos, biscoitos e similares",4637,4580
PJ,Comércio atacadista de soja,3078848266.99,2013,Comércio atacadista de soja,4622,4580
PJ,Comércio atacadista de suprimentos para informática,76517638.8,2013,Comércio atacadista de suprimentos para informática,4651,4580
PJ,"Comércio atacadista de tintas, vernizes e similares",136109072.61,2013,"Comércio atacadista de tintas, vernizes e similares",4679,4580
PJ,"Comércio atacadista de vidros, espelhos e vitrais",95790265.79,2013,"Comércio atacadista de vidros, espelhos e vitrais",4679,4580
PJ,Comércio por atacado de caminhões novos e usados,3792803822.67,2013,Comércio por atacado de caminhões novos e usados,4511,4500
PJ,Comércio por atacado de motocicletas e motonetas,41977004.22,2013,Comércio por atacado de motocicletas e motonetas,4541,4500
PJ,Construção de barragens e represas para geração de energia elétrica,214009689.72,2013,Construção de barragens e represas para geração de energia elétrica,4221,4180
PJ,Construção de estações e redes de telecomunicações,185313131.74,2013,Construção de estações e redes de telecomunicações,4221,4180
PJ,Demolição de edifícios e outras estruturas,56384573.59,2013,Demolição de edifícios e outras estruturas,4311,4180
PJ,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",15897.35,2013,"Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre",4329,4180
PJ,Manutenção de redes de distribuição de energia elétrica,102614229.21,2013,Manutenção de redes de distribuição de energia elétrica,4221,4180
PJ,Obras de irrigação,415006.56,2013,Obras de irrigação,4222,4180
PJ,"Obras portuárias, marítimas e fluviais",88273499.59,2013,"Obras portuárias, marítimas e fluviais",4291,4180
PJ,Pintura para sinalização em pistas rodoviárias e aeroportos,36730151.0,2013,Pintura para sinalização em pistas rodoviárias e aeroportos,4211,4180
PJ,Preparação de canteiro e limpeza de terreno,39185478.09,2013,Preparação de canteiro e limpeza de terreno,4311,4180
PJ,Serviços de preparação do terreno não especificados anteriormente,53526676.37,2013,Serviços de preparação do terreno não especificados anteriormente,4319,4180
PJ,Educação profissional de nível tecnológico,6539158.42,2013,Educação profissional de nível tecnológico,8542,8591
PJ,Distribuição de energia elétrica,15036395308.02,2013,Distribuição de energia elétrica,3514,3500
PJ,"Aparelhamento de pedras para construção, exceto associado à extração",160169413.84,2013,"Aparelhamento de pedras para construção, exceto associado à extração",2391,2300
PJ,"Britamento de pedras, exceto associado à extração",50196897.69,2013,"Britamento de pedras, exceto associado à extração",2391,2300
PJ,Curtimento e outras preparações de couro,1270981161.46,2013,Curtimento e outras preparações de couro,1510,1500
PJ,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",43306922.64,2013,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",2399,2300
PJ,Fabricação de adesivos e selantes,207483412.41,2013,Fabricação de adesivos e selantes,2091,2092
PJ,Fabricação de aguardente de cana-de-açúcar,177472561.72,2013,Fabricação de aguardente de cana-de-açúcar,1111,1100
PJ,"Fabricação de aparelhos e equipamentos de medida, teste e controle",512436000.52,2013,"Fabricação de aparelhos e equipamentos de medida, teste e controle",2651,2600
PJ,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,1548729978.7,2013,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,2731,2700
PJ,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,42056361.17,2013,Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda,3250,3180
PJ,Fabricação de artefatos de fibrocimento para uso na construção,161303232.04,2013,Fabricação de artefatos de fibrocimento para uso na construção,2330,2300
PJ,Fabricação de artefatos têxteis para uso doméstico,1490354129.74,2013,Fabricação de artefatos têxteis para uso doméstico,1351,1300
PJ,Fabricação de artigos de cutelaria,177351142.57,2013,Fabricação de artigos de cutelaria,2541,2500
PJ,Fabricação de artigos pirotécnicos,10740018.14,2013,Fabricação de artigos pirotécnicos,2092,2092
PJ,Fabricação de azulejos e pisos,1390582671.89,2013,Fabricação de azulejos e pisos,2342,2300
PJ,Fabricação de bancos e estofados para veículos automotores,29482346.43,2013,Fabricação de bancos e estofados para veículos automotores,2949,2992
PJ,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",139382107.41,2013,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",2930,2991
PJ,Fabricação de cal e gesso,640006534.01,2013,Fabricação de cal e gesso,2392,2300
PJ,Fabricação de calçados de material sintético,355220185.58,2013,Fabricação de calçados de material sintético,1533,1500
PJ,Fabricação de celulose e outras pastas para a fabricação de papel,13699838289.9,2013,Fabricação de celulose e outras pastas para a fabricação de papel,1710,1700
PJ,Fabricação de cervejas e chopes,3636551565.94,2013,Fabricação de cervejas e chopes,1113,1100
PJ,Fabricação de cigarrilhas e charutos,77969.26,2013,Fabricação de cigarrilhas e charutos,1220,1200
PJ,Fabricação de embalagens metálicas,980480320.62,2013,Fabricação de embalagens metálicas,2591,2500
PJ,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",398447141.58,2013,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",2812,2800
PJ,Fabricação de equipamentos para sinalização e alarme,41112491.22,2013,Fabricação de equipamentos para sinalização e alarme,2790,2700
PJ,Fabricação de fraldas descartáveis,165465951.06,2013,Fabricação de fraldas descartáveis,1742,1700
PJ,"Fabricação de instrumentos musicais, peças e acessórios",33667287.81,2013,"Fabricação de instrumentos musicais, peças e acessórios",3220,3180
PJ,"Fabricação de intermediários para plastificantes, resinas e fibras",181801029.93,2013,"Fabricação de intermediários para plastificantes, resinas e fibras",2022,2091
PJ,Fabricação de luminárias e outros equipamentos de iluminação,288155281.36,2013,Fabricação de luminárias e outros equipamentos de iluminação,2740,2700
PJ,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",2723437699.44,2013,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",1621,1600
PJ,Fabricação de medicamentos alopáticos para uso humano,2973269855.43,2013,Fabricação de medicamentos alopáticos para uso humano,2121,2100
PJ,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",1522764.3,2013,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação",3240,3180
PJ,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",148934327.43,2013,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",2811,2800
PJ,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",3653266996.33,2013,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",2833,2800
PJ,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",578247275.06,2013,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",2851,2800
PJ,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",538808348.45,2013,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",2862,2800
PJ,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",2029211516.57,2013,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",2869,2800
PJ,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",198694177.67,2013,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",2861,2800
PJ,"Fabricação de máquinas-ferramenta, peças e acessórios",1167425539.06,2013,"Fabricação de máquinas-ferramenta, peças e acessórios",2840,2800
PJ,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,6610835387.0,2013,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,2949,2992
PJ,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",641241537.59,2013,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios",2759,2700
PJ,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,451408811.85,2013,Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente,2790,2700
PJ,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,472484831.98,2013,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente,2019,2091
PJ,Fabricação de papel,1804855709.2,2013,Fabricação de papel,1721,1700
PJ,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,474245263.8,2013,Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,1742,1700
PJ,Fabricação de produtos de trefilados de metal padronizados,1659338708.58,2013,Fabricação de produtos de trefilados de metal padronizados,2592,2500
PJ,"Fabricação de produtos de trefilados de metal, exceto padronizados",286530229.2,2013,"Fabricação de produtos de trefilados de metal, exceto padronizados",2592,2500
PJ,Fabricação de produtos do refino de petróleo,37445611772.22,2013,Fabricação de produtos do refino de petróleo,1921,1991
PJ,"Fabricação de produtos para infusão (chá, mate, etc.)",73076983.16,2013,"Fabricação de produtos para infusão (chá, mate, etc.)",1099,1093
PJ,Fabricação de produtos químicos orgânicos não especificados anteriormente,920460934.3,2013,Fabricação de produtos químicos orgânicos não especificados anteriormente,2029,2091
PJ,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",248954590.34,2013,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",2521,2500
PJ,Fabricação de tecidos de malha,897777211.72,2013,Fabricação de tecidos de malha,1330,1300
PJ,"Fabricação de tecidos especiais, inclusive artefatos",533738813.31,2013,"Fabricação de tecidos especiais, inclusive artefatos",1354,1300
PJ,"Fabricação de tintas, vernizes, esmaltes e lacas",1207487582.07,2013,"Fabricação de tintas, vernizes, esmaltes e lacas",2071,2092
PJ,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",887846350.95,2013,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",2710,2700
PJ,Fabricação de tubos e acessórios de material plástico para uso na construção,690659272.45,2013,Fabricação de tubos e acessórios de material plástico para uso na construção,2223,2200
PJ,"Fabricação de velas, inclusive decorativas",4126253.3,2013,"Fabricação de velas, inclusive decorativas",3299,3180
PJ,Fabricação de vidro plano e de segurança,1236322554.63,2013,Fabricação de vidro plano e de segurança,2311,2300
PJ,Fabricação de vinho,824914083.74,2013,Fabricação de vinho,1112,1100
PJ,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",518955343.32,2013,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",2813,2800
PJ,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",4241251366.48,2013,"Fabricação de óleos vegetais em bruto, exceto óleo de milho",1041,1093
PJ,"Fabricação de óleos vegetais refinados, exceto óleo de milho",919891676.32,2013,"Fabricação de óleos vegetais refinados, exceto óleo de milho",1042,1093
PJ,Facção de roupas íntimas,6670167.59,2013,Facção de roupas íntimas,1411,1400
PJ,Frigorífico - abate de suínos,1636784203.4,2013,Frigorífico - abate de suínos,1012,1091
PJ,Fundição de ferro e aço,2285728093.09,2013,Fundição de ferro e aço,2451,2492
PJ,Fundição de metais não-ferrosos e suas ligas,468861539.59,2013,Fundição de metais não-ferrosos e suas ligas,2452,2492
PJ,Impressão de jornais,11937756.31,2013,Impressão de jornais,1811,1800
PJ,Impressão de material de segurança,60912028.41,2013,Impressão de material de segurança,1812,1800
PJ,Instalação de outros equipamentos não especificados anteriormente,16602168.3,2013,Instalação de outros equipamentos não especificados anteriormente,3329,3300
PJ,Lapidação de gemas,23779721.88,2013,Lapidação de gemas,3211,3180
PJ,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",46967206.85,2013,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",3316,3300
PJ,Manutenção e reparação de compressores,7286307.54,2013,Manutenção e reparação de compressores,3314,3300
PJ,Manutenção e reparação de equipamentos de transmissão para fins industriais,7517460.94,2013,Manutenção e reparação de equipamentos de transmissão para fins industriais,3314,3300
PJ,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",7856714.52,2013,"Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores",3314,3300
PJ,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,5476724.15,2013,Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo,3314,3300
PJ,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,54688106.88,2013,Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária,3314,3300
PJ,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",8737739.94,2013,"Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",3314,3300
PJ,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",18826469.66,2013,"Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta",3314,3300
PJ,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",71879184.87,2013,"Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas",3314,3300
PJ,Manutenção e reparação de tratores agrícolas,20038528.03,2013,Manutenção e reparação de tratores agrícolas,3314,3300
PJ,"Manutenção e reparação de tratores, exceto agrícolas",1790121.39,2013,"Manutenção e reparação de tratores, exceto agrícolas",3314,3300
PJ,Preparação de subprodutos do abate,177053973.57,2013,Preparação de subprodutos do abate,1013,1091
PJ,Preparação e fiação de fibras de algodão,1348461477.1,2013,Preparação e fiação de fibras de algodão,1311,1300
PJ,Produção de alumínio e suas ligas em formas primárias,4247492688.59,2013,Produção de alumínio e suas ligas em formas primárias,2441,2492
PJ,Tecelagem de fios de algodão,1144060545.4,2013,Tecelagem de fios de algodão,1321,1300
PJ,Tecelagem de fios de fibras artificiais e sintéticas,496109220.82,2013,Tecelagem de fios de fibras artificiais e sintéticas,1323,1300
PJ,Atividades de apoio à extração de minerais não-metálicos,322566538.48,2013,Atividades de apoio à extração de minerais não-metálicos,0990,0680
PJ,Atividades de apoio à extração de petróleo e gás natural,1510219719.96,2013,Atividades de apoio à extração de petróleo e gás natural,0910,0680
PJ,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",190926.39,2013,"Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",0729,0792
PJ,Extração de ardósia e beneficiamento associado,21131802.69,2013,Extração de ardósia e beneficiamento associado,0810,0580
PJ,Extração de argila e beneficiamento associado,64747689.83,2013,Extração de argila e beneficiamento associado,0810,0580
PJ,Extração de calcário e dolomita e beneficiamento associado,358497118.71,2013,Extração de calcário e dolomita e beneficiamento associado,0810,0580
PJ,Extração de gemas (pedras preciosas e semipreciosas),18749235.02,2013,Extração de gemas (pedras preciosas e semipreciosas),0893,0580
PJ,Extração de granito e beneficiamento associado,187973530.98,2013,Extração de granito e beneficiamento associado,0810,0580
PJ,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",30360885.2,2013,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos",0891,0580
PJ,Extração de minério de manganês,9336313.92,2013,Extração de minério de manganês,0723,0792
PJ,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",480671153.91,2013,"Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente",0729,0792
PJ,Extração de mármore e beneficiamento associado,11807023.08,2013,Extração de mármore e beneficiamento associado,0810,0580
PJ,Extração de outros minerais não-metálicos não especificados anteriormente,210061952.41,2013,Extração de outros minerais não-metálicos não especificados anteriormente,0899,0580
PJ,Extração de petróleo e gás natural,251641386.1,2013,Extração de petróleo e gás natural,0600,0680
PJ,Extração de quartzo,8197701.57,2013,Extração de quartzo,0899,0580
PJ,Atividades de exibição cinematográfica,94856133.31,2013,Atividades de exibição cinematográfica,5914,5980
PJ,Edição integrada à impressão de livros,340620481.98,2013,Edição integrada à impressão de livros,5821,5800
PJ,Edição integrada à impressão de revistas,164763246.32,2013,Edição integrada à impressão de revistas,5823,5800
PJ,Estúdios cinematográficos,10238642.1,2013,Estúdios cinematográficos,5911,5980
PJ,Operadoras de televisão por assinatura por cabo,309649403.78,2013,Operadoras de televisão por assinatura por cabo,6141,6100
PJ,Serviços de telecomunicações por fio não especificados anteriormente,74044816.81,2013,Serviços de telecomunicações por fio não especificados anteriormente,6110,6100
PJ,Serviços de telecomunicações sem fio não especificados anteriormente,47033940.9,2013,Serviços de telecomunicações sem fio não especificados anteriormente,6120,6100
PJ,Serviços de telefonia fixa comutada - STFC,13065623056.4,2013,Serviços de telefonia fixa comutada - STFC,6110,6100
PJ,Agências matrimoniais,898898.58,2013,Agências matrimoniais,9609,9480
PJ,Atividades de organizações associativas ligadas à cultura e à arte,4993388.33,2013,Atividades de organizações associativas ligadas à cultura e à arte,9493,9480
PJ,Atividades de organizações sindicais,102665398.06,2013,Atividades de organizações sindicais,9420,9480
PJ,Gestão e manutenção de cemitérios,16818114.78,2013,Gestão e manutenção de cemitérios,9603,9480
PJ,Serviços de sepultamento,1184889.17,2013,Serviços de sepultamento,9603,9480
PJ,Albergues assistenciais,562041.01,2013,Albergues assistenciais,8730,8691
PJ,Atividades de acupuntura,132245.14,2013,Atividades de acupuntura,8690,8691
PJ,Atividades de centros de assistência psicossocial,5561848.05,2013,Atividades de centros de assistência psicossocial,8720,8691
PJ,Atividades de podologia,314307.78,2013,Atividades de podologia,8690,8691
PJ,Clínicas e residências geriátricas,6064569.99,2013,Clínicas e residências geriátricas,8711,8691
PJ,Serviços de assistência social sem alojamento,330987518.85,2013,Serviços de assistência social sem alojamento,8800,8692
PJ,Serviços de diálise e nefrologia,191760517.94,2013,Serviços de diálise e nefrologia,8640,8691
PJ,Serviços de quimioterapia,86702487.98,2013,Serviços de quimioterapia,8640,8691
PJ,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",18829522.7,2013,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",8622,8691
PJ,Serviços de ressonância magnética,38386420.94,2013,Serviços de ressonância magnética,8640,8691
PJ,Serviços de vacinação e imunização humana,12270346.68,2013,Serviços de vacinação e imunização humana,8630,8691
PJ,Serviços domésticos,874213.13,2013,Serviços domésticos,9700,9700
PJ,Administração da infraestrutura portuária,34353312.23,2013,Administração da infraestrutura portuária,5231,5280
PJ,Guarda-móveis,5873597.06,2013,Guarda-móveis,5211,5280
PJ,Navegação de apoio marítimo,7942116567.86,2013,Navegação de apoio marítimo,5030,5000
PJ,Navegação de apoio portuário,668737619.64,2013,Navegação de apoio portuário,5030,5000
PJ,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",108714238.75,2013,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",4929,4900
PJ,Outros transportes rodoviários de passageiros não especificados anteriormente,148419446.56,2013,Outros transportes rodoviários de passageiros não especificados anteriormente,4929,4900
PJ,Terminais rodoviários e ferroviários,94040058.63,2013,Terminais rodoviários e ferroviários,5222,5280
PJ,Gestão de redes de esgoto,608151248.76,2013,Gestão de redes de esgoto,3701,3680
PJ,Tratamento e disposição de resíduos não-perigosos,436558444.1,2013,Tratamento e disposição de resíduos não-perigosos,3821,3680
PJ,Tratamento e disposição de resíduos perigosos,116702791.74,2013,Tratamento e disposição de resíduos perigosos,3822,3680
PJ,"Comércio atacadista de bolsas, malas e artigos de viagem",154045657.01,2013,"Comércio atacadista de bolsas, malas e artigos de viagem",4643,4580
PJ,Fabricação de artefatos de cordoaria,64040724.85,2013,Fabricação de artefatos de cordoaria,1353,1300
PJ,"Matadouro - abate de reses sob contrato, exceto abate de suínos",14049310.28,2013,"Matadouro - abate de reses sob contrato, exceto abate de suínos",1011,1091
PJ,Atividades de apoio à pesca em água salgada,2306434.52,2013,Atividades de apoio à pesca em água salgada,0311,0280
PJ,Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas,2830448.03,2013,Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas,0220,0280
PJ,Criação de camarões em água doce,1098953.96,2013,Criação de camarões em água doce,0322,0280
PJ,Criação de peixes em água salgada e salobra,2339.73,2013,Criação de peixes em água salgada e salobra,0321,0280
PJ,Cultivo de caju,340825.19,2013,Cultivo de caju,0133,0191
PJ,Cultivo de melão,92723017.26,2013,Cultivo de melão,0119,0191
PJ,Pesca de crustáceos e moluscos em água salgada,4024097.29,2013,Pesca de crustáceos e moluscos em água salgada,0311,0280
PJ,Produção de pintos de um dia,334300193.51,2013,Produção de pintos de um dia,0155,0192
PJ,"Produção de espetáculos de rodeios, vaquejadas e similares",8419813.77,2013,"Produção de espetáculos de rodeios, vaquejadas e similares",9001,9080
PJ,Securitização de créditos,173155865.21,2013,Securitização de créditos,6492,6480
PJ,Agente de propriedade industrial,11079517.52,2013,Agente de propriedade industrial,6911,6980
PJ,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,1327773.71,2013,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,3511,3500
PJ,Comércio atacadista de energia elétrica,4940483488.65,2013,Comércio atacadista de energia elétrica,3513,3500
PJ,Acabamento de calçados de couro sob contrato,102805045.09,2013,Acabamento de calçados de couro sob contrato,1531,1500
PJ,Fabricação de aviamentos para costura,143092247.0,2013,Fabricação de aviamentos para costura,3299,3180
PJ,Fabricação de cimento,3860567745.65,2013,Fabricação de cimento,2320,2300
PJ,Fabricação de guarda-chuvas e similares,346915.88,2013,Fabricação de guarda-chuvas e similares,3299,3180
PJ,"Fabricação de motores elétricos, peças e acessórios",283044290.58,2013,"Fabricação de motores elétricos, peças e acessórios",2710,2700
PJ,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",47220910.64,2013,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",2825,2800
PJ,"Fabricação de partes para calçados, de qualquer material",200070423.82,2013,"Fabricação de partes para calçados, de qualquer material",1540,1500
PJ,Fabricação de produtos cerâmicos refratários,1048430666.35,2013,Fabricação de produtos cerâmicos refratários,2341,2300
PJ,Fabricação de produtos do arroz,139036164.72,2013,Fabricação de produtos do arroz,1061,1093
PJ,Fabricação de pós alimentícios,133613684.09,2013,Fabricação de pós alimentícios,1099,1093
PJ,Moagem de trigo e fabricação de derivados,1218440547.27,2013,Moagem de trigo e fabricação de derivados,1062,1093
PJ,Produção de ferroligas,1478368116.76,2013,Produção de ferroligas,2412,2491
PJ,Produção de laminados de alumínio,274568330.12,2013,Produção de laminados de alumínio,2441,2492
PJ,Produção de tubos de aço com costura,1245926734.18,2013,Produção de tubos de aço com costura,2431,2491
PJ,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",6297513.4,2013,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",1322,1300
PJ,Extração de sal marinho,23279499.0,2013,Extração de sal marinho,0892,0580
PJ,Provedores de voz sobre protocolo internet - VOIP,4076173.57,2013,Provedores de voz sobre protocolo internet - VOIP,6190,6100
PJ,Serviços de somatoconservação,1143480.65,2013,Serviços de somatoconservação,9603,9480
PJ,Tinturarias,118599.58,2013,Tinturarias,9601,9480
PJ,Fabricação de materiais para medicina e odontologia,512590847.6,2013,Fabricação de materiais para medicina e odontologia,3250,3180
PJ,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",10880898.53,2013,"Serviços móveis de atendimento a urgências, exceto por UTI móvel",8621,8691
PJ,Defesa,112243324.98,2013,Defesa,8422,8400
PJ,Previdência complementar aberta,10323300.8,2013,Previdência complementar aberta,6542,6480
PJ,Representações de bancos estrangeiros,116303.18,2013,Representações de bancos estrangeiros,6619,6480
PJ,Sociedade seguradora de seguros não vida,36031694.13,2013,Sociedade seguradora de seguros não vida,6512,6480
PJ,Construção de instalações esportivas e recreativas,22208293.15,2013,Construção de instalações esportivas e recreativas,4299,4180
PJ,Transmissão de energia elétrica,10336655610.49,2013,Transmissão de energia elétrica,3512,3500
PJ,Serviço de corte e dobra de metais,136042831.29,2013,Serviço de corte e dobra de metais,2599,2500
PJ,Serviços de mixagem sonora em produção audiovisual,4581355.22,2013,Serviços de mixagem sonora em produção audiovisual,5912,5980
PJ,Telecomunicações por satélite,26800299.9,2013,Telecomunicações por satélite,6130,6100
PJ,Atividades de organizações políticas,853764.73,2013,Atividades de organizações políticas,9492,9480
PJ,Transporte aéreo de passageiros regular,1703928234.75,2013,Transporte aéreo de passageiros regular,5111,5100
PJ,Cultivo de mudas em viveiros florestais,25891709.15,2013,Cultivo de mudas em viveiros florestais,0210,0280
PJ,Cultivo de pimenta-do-reino,12716.67,2013,Cultivo de pimenta-do-reino,0139,0191
PJ,Serviço de manejo de animais,3675398.26,2013,Serviço de manejo de animais,0162,0192
PJ,Serviço de poda de árvores para lavouras,2593010.72,2013,Serviço de poda de árvores para lavouras,0161,0191
PJ,Auditoria e consultoria atuarial,6910356.85,2013,Auditoria e consultoria atuarial,6621,6480
PJ,Corretoras de títulos e valores mobiliários,6156714.44,2013,Corretoras de títulos e valores mobiliários,6612,6480
PJ,Comércio atacadista de papel e papelão em bruto,154382737.68,2013,Comércio atacadista de papel e papelão em bruto,4686,4580
PJ,Comércio atacadista de resinas e elastômeros,193157774.54,2013,Comércio atacadista de resinas e elastômeros,4684,4580
PJ,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",166248803.66,2013,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",1340,1300
PJ,Beneficiamento de café,112644665.97,2013,Beneficiamento de café,1081,1093
PJ,Fabricação de abrasivos,9506110.84,2013,Fabricação de abrasivos,2399,2300
PJ,Fabricação de alimentos dietéticos e complementos alimentares,7012922.1,2013,Fabricação de alimentos dietéticos e complementos alimentares,1099,1093
