data_base,uf,tcb,sr,cliente,ocupacao,cnae_secao,cnae_subclasse,porte,modalidade,origem,indexador,numero_de_operacoes,a_vencer_ate_90_dias,a_vencer_de_91_ate_360_dias,a_vencer_de_361_ate_1080_dias,a_vencer_de_1081_ate_1800_dias,a_vencer_de_1801_ate_5400_dias,a_vencer_acima_de_5400_dias,vencido_acima_de_15_dias,carteira_ativa,carteira_inadimplida_arrastada,ativo_problematico
2023-01-31,BA,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,67922.81,0.0,0.0,0.0,0.0,0.0,0.0,67922.81,0.0,0.0
2023-01-31,RR,Bancário,S1,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 3 a 5 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,1895,898355.69,1927078.42,2560090.91,773698.27,123041.07,0.0,269154.01,6551418.37,617024.21,987676.39
2023-01-31,BA,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,6304.57,13107.96,40499.99,45485.96,0.0,0.0,5028.2,110426.68,0.0,108515.7
2023-01-31,RO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de bebidas não especificadas anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,17062.69,56354.18,105295.51,33131.03,0.0,0.0,0.0,211843.41,0.0,0.0
2023-01-31,GO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de materiais de construção em geral,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,11611.88,83779.03,265716.27,253631.34,0.0,0.0,0.0,614738.52,0.0,0.0
2023-01-31,PA,Cooperativas,S4,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Agências de publicidade,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,2258.76,6776.28,17317.14,1505.81,0.0,0.0,0.0,27857.99,0.0,0.0
2023-01-31,GO,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,7110.74,7110.74,7110.74,7110.74
2023-01-31,MS,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,26770.68,57938.39,21388.67,0.0,0.0,0.0,14432.68,120530.42,237.19,80155.34
2023-01-31,PA,Não bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de bebidas,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,911.96,1285.72,0.0,0.0,0.0,0.0,5927.04,8124.72,0.0,0.0
2023-01-31,GO,Bancário,S1,PJ,-,PJ - Atividades imobiliárias,PJ - Compra e venda de imóveis próprios,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,141,476360.79,255723.17,179354.48,136972.83,240426.79,0.0,148633.46,1437471.52,166591.88,309777.84
2023-01-31,SP,Bancário,S3,PJ,-,PJ - Educação,-,PJ - Indisponível                            ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,18517.56,47311.46,57685.57,1357.36,0.0,0.0,0.0,124871.95,0.0,0.0
2023-01-31,PR,Cooperativas,S3,PF,PF - Outros,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Veículos,Sem destinação específica,Prefixado,58,114486.92,294694.25,473152.61,110324.81,5700.02,0.0,18917.71,1017276.32,66723.99,192627.76
2023-01-31,SP,Bancário,S2,PJ,-,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PJ - Criação de bovinos para leite,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,112583.12,240434.17,406499.32,145869.93,0.0,0.0,17954.64,923341.18,54301.02,71572.14
2023-01-31,PB,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,"PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,383890.46,956578.47,625942.04,0.0,0.0,0.0,0.0,1966410.97,0.0,0.0
2023-01-31,AL,Não bancário,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de mercadorias em lojas de conveniência,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,1936.35,5596.54,13477.17,2056.7,0.0,0.0,0.0,23066.76,0.0,0.0
2023-01-31,MG,Não bancário,S3,PF,PF - Autônomo,-,-,PF - Mais de 1 a 2 salários mínimos          ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,5760,4778624.11,6095947.99,1374350.36,22037.67,0.0,0.0,1479203.26,13750163.39,1528728.08,2525234.07
2023-01-31,MT,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de bicicletas e triciclos; peças e acessórios,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,5205.56,11703.31,19767.85,0.0,0.0,0.0,0.0,36676.72,0.0,0.0
2023-01-31,PI,Bancário,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,415.49,259.74,0.0,0.0,0.0,0.0,0.0,675.23,0.0,0.0
2023-01-31,SP,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de material elétrico,PJ - Médio                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,<= 15,139.37,326134.49,0.0,0.0,0.0,0.0,0.0,326273.86,0.0,0.0
2023-01-31,SP,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de hortifrutigranjeiros,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Flutuantes,<= 15,3807.71,9505.71,25348.56,22180.53,0.0,0.0,0.0,60842.51,0.0,0.0
2023-01-31,GO,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de leite e laticínios,PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,75589.22,29033.96,0.0,0.0,0.0,0.0,0.0,104623.18,0.0,0.0
2023-01-31,MG,Bancário,S4,PF,PF - Servidor ou empregado público,-,-,PF - Indisponível                            ,PF - Empréstimo sem consignação em folha,Sem destinação específica,Prefixado,217,39087.33,69265.94,81341.69,47213.64,26916.29,4.64,6838.66,270668.19,5573.4,21365.14
2023-01-31,ES,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de alimentos para animais,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,12054.29,34658.98,124451.92,21020.01,0.0,0.0,0.0,192185.2,0.0,0.0
2023-01-31,MS,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio a varejo de automóveis, camionetas e utilitários novos",PJ - Grande                                  ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,188333.45,376666.85,860746.61,306170.18,0.0,0.0,0.0,1731917.09,0.0,0.0
2023-01-31,ES,Bancário,S3,PJ,-,PJ - Indústrias de transformação,PJ - Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,24731.63,57294.34,72613.67,0.0,0.0,0.0,0.0,154639.64,0.0,0.0
2023-01-31,MG,Cooperativas,S5,PJ,-,PJ - Indústrias de transformação,"PJ - Confecção de roupas profissionais, exceto sob medida",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,340368.42,929466.58,1397069.52,107546.46,0.0,0.0,0.0,2774450.98,0.0,514268.38
2023-01-31,MT,Cooperativas,S4,PJ,-,PJ - Educação,PJ - Ensino fundamental,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,93708.63,17107.12,0.0,0.0,0.0,0.0,7904.81,118720.56,0.0,0.0
2023-01-31,SP,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de pães, bolos, biscoitos e similares",PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,9684.49,29533.01,40736.21,0.0,0.0,0.0,0.0,79953.71,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,1146747.73,3046752.45,2676103.17,458615.08,107608.64,0.0,0.0,7435827.07,0.0,0.0
2023-01-31,PA,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de tecidos,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,21020.02,42082.85,0.0,0.0,0.0,0.0,5586.02,68688.89,0.0,0.0
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artigos de cutelaria,PJ - Micro                                   ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,13035.2,0.0,0.0,0.0,0.0,0.0,0.0,13035.2,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de laminados planos e tubulares de material plástico,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,183464.72,330937.26,58450.22,8101.58,0.0,0.0,1890.92,582844.7,0.0,0.0
2023-01-31,TO,Bancário,S1,PJ,-,"PJ - Administração pública, defesa e seguridade social",PJ - Administração pública em geral,PJ - Grande                                  ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Flutuantes,<= 15,1073785.15,3083282.82,7278182.06,6051201.9,1558133.9,0.0,0.0,19044585.83,0.0,0.0
2023-01-31,BA,Bancário,S1,PF,PF - Empresário,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Rural e agroindustrial,Sem destinação específica,TCR/TRFC,<= 15,23114.53,272461.35,451942.57,0.0,0.0,0.0,237655.04,985173.49,0.0,237655.04
2023-01-31,RS,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de cosméticos e produtos de perfumaria,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,105535.78,67677.52,0.0,0.0,0.0,0.0,0.0,173213.3,0.0,0.0
2023-01-31,MG,Bancário,S3,PF,PF - Aposentado/pensionista,-,-,PF - Acima de 20 salários mínimos            ,PF - Outros créditos,Com destinação específica,Flutuantes,<= 15,6256.78,9475.05,29488.53,5107.77,12769.43,0.0,0.0,63097.56,0.0,0.0
2023-01-31,AL,Bancário,S1,PJ,-,PJ - Outras atividades de serviços,PJ - Reparação e manutenção de computadores e de equipamentos periféricos,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,59841.28,16896.96,0.0,0.0,0.0,0.0,8401.35,85139.59,8401.35,37282.79
2023-01-31,SE,Cooperativas,S5,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,18605.67,55816.94,18605.63,0.0,0.0,0.0,0.0,93028.24,0.0,0.0
2023-01-31,ES,Bancário,S1,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de engenharia,PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,93119.18,276715.92,136856.84,37046.23,38441.95,0.0,750.04,582930.16,0.0,146204.45
2023-01-31,PR,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de gás liquefeito de petróleo (GLP),PJ - Médio                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,18,143765.92,51910.71,4340.48,0.0,0.0,0.0,128575.71,328592.82,95601.23,143408.31
2023-01-31,SC,Cooperativas,S5,PJ,-,PJ - Alojamento e alimentação,PJ - Outros alojamentos não especificados anteriormente,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,1140.72,702.6,0.0,0.0,0.0,0.0,0.0,1843.32,0.0,400.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Agências de viagens,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Pós-fixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,25067.24,25067.24,25067.24,25067.24
2023-01-31,GO,Bancário,S1,PJ,-,"PJ - Artes, cultura, esporte e recreação","PJ - Exploração de jogos de sinuca, bilhar e similares",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,2146.62,0.0,0.0,0.0,0.0,0.0,0.0,2146.62,0.0,0.0
2023-01-31,GO,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de medicamentos e drogas de uso humano,PJ - Grande                                  ,PJ - Cheque especial e conta garantida,Sem destinação específica,Flutuantes,<= 15,8758420.85,763837.75,0.0,0.0,0.0,0.0,0.0,9522258.6,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Seleção e agenciamento de mão-de-obra,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,19,180822.7,318352.49,148288.41,0.0,0.0,0.0,38657.87,686121.47,0.0,0.0
2023-01-31,AC,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividade odontológica,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,36,67044.13,43312.8,7906.67,0.0,0.0,0.0,45943.66,164207.26,0.0,60187.61
2023-01-31,BA,Bancário,S3,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de perícia técnica relacionados à segurança do trabalho,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,17811.69,25287.41,2175.84,0.0,0.0,0.0,0.0,45274.94,0.0,6165.01
2023-01-31,PA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio a varejo de peças e acessórios novos para motocicletas e motonetas,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Flutuantes,<= 15,10104.28,27929.96,54966.04,0.0,0.0,0.0,0.0,93000.28,0.0,0.0
2023-01-31,BA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",PJ - Médio                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,169802.51,308400.27,317526.89,44560.33,0.0,0.0,0.0,840290.0,0.0,0.0
2023-01-31,SP,Cooperativas,S5,PJ,-,"PJ - Atividades profissionais, científicas e técnicas",PJ - Serviços de arquitetura,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,139739.83,431084.26,653547.07,0.0,0.0,0.0,0.0,1224371.16,0.0,0.0
2023-01-31,PE,Não bancário,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,17,2818.99,677.8,0.0,0.0,0.0,0.0,0.0,3496.79,0.0,0.0
2023-01-31,PA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Padaria e confeitaria com predominância de revenda,PJ - Micro                                   ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,119.76,206.45,0.0,0.0,0.0,0.0,42.24,368.45,0.0,0.0
2023-01-31,RN,Bancário,S2,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de outros produtos têxteis não especificados anteriormente,PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,5303.14,14135.97,27352.98,8063.52,0.0,0.0,0.0,54855.61,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,PJ - Médio                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,14110.03,4543.6,12116.16,6058.07,0.0,0.0,0.0,36827.86,0.0,0.0
2023-01-31,SC,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,49.63,0.0,0.0,0.0,0.0,0.0,0.0,49.63,0.0,0.0
2023-01-31,RJ,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Reprodução de software em qualquer suporte,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,33438.35,0.0,0.0,0.0,0.0,0.0,0.0,33438.35,0.0,0.0
2023-01-31,MA,Bancário,S1,PJ,-,PJ - Indústrias de transformação,"PJ - Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,3203.19,18.58,0.0,0.0,0.0,0.0,0.0,3221.77,0.0,0.0
2023-01-31,CE,Cooperativas,S5,PF,PF - Empregado de empresa privada,-,-,PF - Mais de 2 a 3 salários mínimos          ,PF - Outros créditos,Com destinação específica,Prefixado,<= 15,11027.27,31124.82,36457.9,0.0,0.0,0.0,0.0,78609.99,0.0,0.0
2023-01-31,PB,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de materiais hidráulicos,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,0.0,8230.95,35430.38,11136.17,0.0,0.0,0.0,54797.5,0.0,0.0
2023-01-31,RJ,Bancário,S3,PJ,-,PJ - Construção,"PJ - Tratamentos térmicos, acústicos ou de vibração",PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,25882.88,3917.26,0.0,0.0,0.0,0.0,0.0,29800.14,0.0,0.0
2023-01-31,RS,Bancário,S2,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Atividades paisagísticas,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Flutuantes,<= 15,3462.41,13999.17,30223.65,6878.78,0.0,0.0,0.0,54564.01,0.0,0.0
2023-01-31,PR,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de calçados,PJ - Micro                                   ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,1619.2,29647.9,0.0,0.0,0.0,0.0,1424.98,32692.08,0.0,0.0
2023-01-31,SP,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio atacadista de joias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",PJ - Grande                                  ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,14844.18,572.65,0.0,0.0,0.0,0.0,0.0,15416.83,0.0,0.0
2023-01-31,RS,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de laticínios,PJ - Pequeno                                 ,PJ - Rural e agroindustrial,Com destinação específica,Prefixado,<= 15,0.0,15036.91,26127.78,26127.83,52255.61,0.0,0.0,119548.13,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Saúde humana e serviços sociais,PJ - Atividades de enfermagem,PJ - Micro                                   ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,879.81,644.02,0.0,0.0,0.0,0.0,1110.37,2634.2,1346.24,2425.04
2023-01-31,DF,Bancário,S3,PJ,-,PJ - Informação e comunicação,PJ - Consultoria em tecnologia da informação,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,35264.53,96162.46,155225.36,0.0,0.0,0.0,0.0,286652.35,0.0,0.0
2023-01-31,RN,Cooperativas,S5,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de bicicletas e triciclos; peças e acessórios,PJ - Pequeno                                 ,PJ - Operações com recebíveis,Sem destinação específica,Prefixado,<= 15,21099.65,8901.08,0.0,0.0,0.0,0.0,0.0,30000.73,0.0,0.0
2023-01-31,MS,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Pós-fixado,<= 15,11655.56,23087.88,0.0,0.0,0.0,0.0,0.0,34743.44,0.0,0.0
2023-01-31,MS,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista especializado de equipamentos e suprimentos de informática,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,45,76487.9,172657.96,365412.54,349726.74,190263.88,0.0,0.0,1154549.02,0.0,1543.0
2023-01-31,RJ,Não bancário,S5,PJ,-,PJ - Alojamento e alimentação,PJ - Serviços de alimentação para eventos e recepções - bufê,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,0.0,0.0,0.0,0.0,0.0,79388.27,79388.27,79388.27,78814.2
2023-01-31,MG,Cooperativas,S4,PJ,-,PJ - Indústrias de transformação,PJ - Fabricação de artefatos de material plástico para usos industriais,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,3586.56,10759.68,27496.8,0.0,0.0,0.0,3726.76,45569.8,1849.32,3726.76
2023-01-31,AM,Bancário,S2,PJ,-,PJ - Atividades administrativas e serviços complementares,PJ - Serviços combinados de escritório e apoio administrativo,PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,19,110733.54,290447.34,424960.04,72720.81,0.0,0.0,3443.76,902305.49,0.0,43178.49
2023-01-31,PA,Bancário,S2,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,PJ - Pequeno                                 ,PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos,Com destinação específica,Prefixado,<= 15,695.27,1609.44,0.0,0.0,0.0,0.0,0.0,2304.71,0.0,0.0
2023-01-31,PA,Bancário,S1,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,"PJ - Comércio varejista de suvenires, bijuterias e artesanatos",PJ - Pequeno                                 ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,83269.62,209511.54,413240.19,49388.26,0.0,0.0,2532.93,757942.54,0.0,0.0
2023-01-31,PR,Bancário,S3,PJ,-,"PJ - Transporte, armazenagem e correio","PJ - Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Flutuantes,16,11378.07,18144.96,24251.26,3444.62,0.0,0.0,286.08,57504.99,0.0,0.0
2023-01-31,SP,Bancário,S1,PF,PF - Autônomo,-,-,PF - Mais de 10 a 20 salários mínimos        ,PF - Rural e agroindustrial,Com destinação específica,Prefixado,3601,33457733.55,120245785.21,97478901.87,47845687.98,27503044.79,0.0,2033930.3,328565083.7,616999.25,7069241.64
2023-01-31,RN,Bancário,S3,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio varejista de laticínios e frios,PJ - Pequeno                                 ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,0.0,30936.52,0.0,0.0,0.0,0.0,0.0,30936.52,0.0,0.0
2023-01-31,SC,Bancário,S4,PJ,-,PJ - Comércio; reparação de veículos automotores e motocicletas,PJ - Comércio atacadista de produtos alimentícios em geral,PJ - Grande                                  ,PJ - Outros créditos,Sem destinação específica,Prefixado,<= 15,103035.45,28353.82,0.0,0.0,0.0,0.0,0.0,131389.27,0.0,0.0
2023-01-31,PE,Bancário,S1,PJ,-,PJ - Construção,PJ - Manutenção de redes de distribuição de energia elétrica,PJ - Pequeno                                 ,PJ - Capital de giro,Sem destinação específica,Prefixado,<= 15,61396.23,138140.13,190939.09,8458.13,0.0,0.0,18087.98,417021.56,131348.56,151724.73
2023-01-31,SE,Bancário,S3,PJ,-,"PJ - Atividades financeiras, de seguros e serviços relacionados","PJ - Corretores e agentes de seguros, de planos de previdência complementar e de saúde",PJ - Micro                                   ,PJ - Investimento,Sem destinação específica,Prefixado,<= 15,3076.9,8645.58,2186.81,0.0,0.0,0.0,0.0,13909.29,0.0,0.0
2023-01-31,SC,Bancário,S2,PF,PF - Outros,-,-,PF - Mais de 5 a 10 salários mínimos         ,PF - Outros créditos,Sem destinação específica,Pós-fixado,<= 15,40462.87,82014.0,47601.53,40394.05,40117.73,0.0,66375.27,316965.45,78799.21,300509.12
2023-01-31,GO,Bancário,S3,PJ,-,PJ - Construção,PJ - Instalação e manutenção elétrica,PJ - Pequeno                                 ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,5.28,214604.06,0.0,0.0,0.0,0.0,8846.01,223455.35,0.0,0.0
2023-01-31,RJ,Bancário,S1,PF,PF - Autônomo,-,-,PF - Mais de 1 a 2 salários mínimos          ,PF - Cartão de crédito,Sem destinação específica,Pós-fixado,4977,345022.55,528506.86,527978.23,219861.93,244989.64,0.0,4577069.45,6443428.66,4556750.4,6056726.13
2023-01-31,TO,Cooperativas,S5,PJ,-,PJ - Construção,PJ - Obras de alvenaria,PJ - Micro                                   ,PJ - Cheque especial e conta garantida,Sem destinação específica,Prefixado,<= 15,2568.55,0.0,0.0,0.0,0.0,0.0,0.0,2568.55,0.0,0.0
2023-01-31,MT,Bancário,S1,PJ,-,PJ - Indústrias de transformação,PJ - Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,PJ - Grande                                  ,PJ - Comércio exterior,Sem destinação específica,Prefixado,<= 15,5739239.27,16374596.1,1536516.4,384129.1,0.0,0.0,0.0,24034480.87,0.0,0.0
